Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2018;;;;;;;;;;;;
;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Renda (R$);Público 
2018;B1700508700000;Saudade;Paulo Caldas;Documentário;99 Produções;PE;Ateliê Produções/Academia de Filmes/Newco;PE/SP/SP;Lira Filmes;8;31830.00;2286
2018;B1800126800000;Sequestro Relâmpago;Tata Amaral;Ficção;Tangerina Entretenimento;SP;Globo Filmes/Canal Brasil/Guel Produtora/Manjericão Filmes;RJ/RJ/RJ/SP;Pagu Pictures;63;188694.00;13075
2018;B1800287300000;Sertão Velho Cerrado;Andre Vilela D Elia;Documentário;Cinedelia;SP; -; -;O2 Play;6;22831.00;1789
2018;B1700414300000;Severina;Felipe Hirsch;Ficção;RT Features;SP; -; -;Vitrine Filmes;36;144159.00;13599
2018;B1800250800000;Slam: Voz De Levante;Roberta Marques Do Nascimento/Tatiana Lohmann;Documentário;Exótica Cinematográfica;SP;Globo Filmes/Miração Filmes;RJ/SP;Pagu Pictures;11;12861.00;748
2018;B1700539800000;Soldados Do Araguaia;Belisario Franca;Documentário;Giros;RJ; -; -;Urca Filme;8;18519.00;1299
2018;B1800307200000;Sueño Florianópolis;Ana Katz;Ficção;Prodigo Films;SP;Groch Filmes;SP;Vitrine Filmes;34;30067.00;3939
2018;B1600532000000;Super Orquestra Arcoverdense De Ritmos Americanos;Sérgio Oliveira;Documentário;Aroma Filmes;PE; -; -;Inquieta Cultura E Comunicação;5;1522.00;228
2018;B1800212800000;Talvez Uma História De Amor;Rodrigo Spada Bernardo;Ficção;Chocolate Filmes;SP; -; -;Warner;169;557308.00;37296
2018;B1800124400000;Teu Mundo Não Cabe Nos Meus Olhos;Paulo Nascimento;Ficção;Accorde Filmes;RS;Globo Filmes/Telecine/Maiomidia Comunicação;RJ;Downtown/Paris;111;240191.00;14881
2018;B1800132900000;Tinta Bruta;Filipe Matzembacher/Marcio Reolon Fonseca;Ficção;Avante Filmes;RS;Besouro Filmes;RS;Vitrine Filmes;43;49947.00;6550
2018;B1800387000000;Todas As Canções De Amor;Joana Mariani;Ficção;Maya Filmes/Planetario Filmes;SP/RJ; -; -;Vitrine Filmes;65;390402.00;27649
2018;B1700428100000;Todas As Razões Para Esquecer;Pedro Coutinho;Ficção;Paranoid Filmes;SP;Lagoa Filmes;SP;Bretz Filmes/Pagu Pictures;23;35918.00;2305
2018;B1600746000000;Todo Clichê Do Amor;Rafael Primot;Ficção;Enkapothado Produções;SP;Muk Produções/Canal Brasil;SP/RJ;Muk Produções/Enkapothado;8;10049.00;573
2018;B1800029300000;Todos Os Paulos Do Mundo;Gustavo Silva Ribeiro/Rodrigo De Oliveira;Documentário;Bananeira Filmes;RJ;Globo Filmes/Canal Brasil;RJ;Vitrine Filmes;32;19986.00;2846
2018;B1700532000000;Torquato Neto - Todas As Horas Do Fim;Eduardo Ades Moraes/Marcus Fernando Gomes Gonçalves;Documentário;Imagem-Tempo;RJ;Girândola Produções;RJ;Vitrine Filmes;30;72736.00;9320
2018;B1700025700000;Tropykaos;Daniel Campanha Lisboa;Ficção;Cavalo do Cão Filmes;BA; -; -;Pipa Produções;3;13508.00;1752
2018;B1800410600000;Tudo Acaba Em Festa;Andre Alberto Pellenz;Ficção;Gullane;SP;Andre Alberto Pellenz; -;Paris;83;462133.00;30562
2018;B1600483500000;Tudo É Irrelevante - Helio Jaguaribe;Ernesto Baldan/Izabel Jaguaribe;Documentário;Jaguar Produções Artísticas;RJ;Canal Brasil;RJ;Arthouse;5;2341.00;221
2018;B1800285700000;Tudo Por Um Pop Star;Bruno Tinoco Garotti;Ficção;Panorâmica;RJ;Globo Filmes/Telecine;RJ;Downtown/Paris;708;15786420.00;1187570
2018;B1800116000000;Tungstênio;Heitor Dhalia;Ficção;Paranoid Filmes;SP;Globo Filmes/Canal Brasil/Guel Produtora;RJ;Pagu Pictures;67;87296.00;5737
2018;B1700462900000;Uma Espécie De Família;Diego Lerman;Ficção;Bossa Nova Films;SP; -; -;Pandora;16;50056.00;3566
2018;B1800235900000;Uma Quase Dupla;Marcus Baldini;Ficção;Biônica Filmes/Paris Entretenimento;SP; - ; - ;Downtown/Paris;460;9156020.00;644115
2018;B1700501700000;Unicórnio;Eduardo Nunes;Ficção;3 Tabela Filmes;RJ;Canal Brasil;RJ;Vitrine Filmes;40;47047.00;6165
2018;B1800163200000;Vende-Se Esta Moto;Marcus Vinícius Faustini;Ficção;Cavideo Produções;RJ; -; -;Cavideo Produções;2;4922.00;310
2018;B1800091800000;Verão Em Rildas;Daniel Pecego Vieira Caetano;Ficção;Duas Mariola Filmes;RJ; -; -;Dm Filmes;3;2707.00;220
2018;B1600725300000;Vinte Anos;Alice De Andrade;Documentário;Filmes do Serro;RJ;Canal Brasil;RJ;Arthouse;9;14361.00;1257
2018;B1700424500000;Yonlu;Hique Montanari;Ficção;Container Filmes;RS;Prana Filmes/Jose Luiz Marques;RS;Lança Filmes;35;100393.00;7906
2018;B1700480900000;Zama;Lucrécia Martel;Ficção;Bananeira Filmes;RJ;Telecine;RJ;Vitrine Filmes;27;129614.00;8855
2017;B1700538300000;10 Centavos para o Número da Besta;Guillermo Planel;Documentário;Ponto de Equilíbrio Imagens;RJ;Canal Brasil;RJ;Ponto de Equilíbrio;1;63.00;7
2017;B1600181500000;A cidade onde envelheço;Marília Rocha;Ficção;Anavilhana;MG; -; -;Vitrine Filmes;30;70409.30;9101
2017;B1600439300000;A comédia divina;Toni Venturi;Ficção;Olhar Imaginário;SP;Aurora Filmes/Globo Filmes/Maiomidia Comunicação;SP/RJ/RJ;Imagem;135;653289.31;45875
2017;B1500334900000;A Família Dionti;Alan Minas;Ficção;Caraminhola Filmes;RJ;Canal Brasil;RJ;ArtHouse;11;37144.66;3477
2017;B1700505300000;A Filosofia na Alcova;Ivam Cabral/Rodolfo García Vázquez;Ficção;Espaço dos Satyros;SP; -; -;Espaço dos Satyros;1;33888.00;2541
2017;B1600630700000;A Finada Mãe da Madame;Bernard Attal;Ficção;Santa Luzia Filmes;BA; -; -;Santa Luzia Filmes;3;5858.28;461
2017;B1402263600000;A gente;Aly Muritiba;Documentário;Grafo Audiovisual;PR;TV Paranaense;PR;Olhar Distribuição;12;6036.66;566
2017;B1600585400000;A Glória e a Graça;Flávio Ramos Tambellini;Ficção;Tambellini Filmes;RJ;Globo Filmes/Maiomidia Comunicação/Canal Brasil;RJ/RJ/RJ;H2O Films;30;81674.69;5403
2017;B1700428000000;A menina índigo;Wagner de Assis;Ficção;Cinética Filmes;RJ;Inspired Camera/Naymar Brasil Cinematográfica;SP/RJ;Film Connection;82;583354.91;41967
2017;B1600439400000;A Terra Vermelha;Diego Martinez Vignatti;Ficção;Panda Filmes;RS;FM Produções;RJ;Imovision;6;23140.46;1621
2017;B1700162000000;Altas expectativas;Alvaro Campos/Pedro Antônio;Ficção;2 Moleques Produções;RJ;Globo Filmes/Xanadu/Telecine;RJ/RJ/RJ;Vitrine Filmes;105;92334.69;6696
2017;B1700175000000;Amor.com;Anita Barbosa;Ficção;Total Entertainment;RJ; -; -;H2O Films;346;1192785.62;92873
2017;B1600780500000;Animal Político;Tião;Ficção;Trincheira Filmes;PE; -; -;Vitrine Filmes;22;29277.53;4333
2017;B1600245600000;Antes o tempo não acabava;Fábio Baldo/Sergio Andrade;Ficção;Rio Tarumã Films;AM;3 Moinhos Produções;RJ;Livres Distribuidora;17;19295.81;1710
2017;B1700255500000;Aqualoucos;Victor Ribeiro;Documentário;Paris Entretenimento;SP;Globo Filmes;RJ;Paris;2;2238.32;118
2017;B1500572900000;As Aventuras do Pequeno Colombo;Rodrigo Gava;Animação;Indiana Produções;RJ;Gava Produções;RJ;Downtown/Paris;26;33137.07;2380
2017;B1700054400000;As duas Irenes;Fabio Meira;Ficção;Roseira Filmes;SP;Polana Filmes/Lacuna Filmes;SP/SP;Vitrine Filmes;36;97207.34;13064
2017;B1500314300000;Asco;Ale Paschoalini;Ficção;Ale Paschoalini/Mosquito Project;SP/MG; -; -;Mosquito Project;1;1137.50;43
2017;B1600770800000;Axé: Canto do Povo de Algum Lugar;Francisco Mascarenhas Kertesz;Documentário;Macaco Gordo;BA; -; -;Zahir Company;24;451907.65;32053
2017;B1600752300000;Beduíno;Julio Bressane;Ficção;TB Produções;RJ; -; -;TB Produções;4;11272.72;746
2017;B1600750800000;Belo Monte - Um mundo onde tudo é possível;Alexandre Bouchet;Documentário;Globo Filmes;RJ;Indiana Produções;RJ;Indiana Produções Cinematográficas;1;1469.42;91
2017;B1700330100000;Bingo - O rei das manhãs;Daniel Rezende;Ficção;Gullane;SP;Locall;SP;Warner;442;3997911.00;249309
2017;B1500464600000;Bruxarias;Virginia Curiá;Animação;Otto Desenhos Animados;RS; -; -;Vitrine Filmes;14;6038.23;706
2017;B1600041000000;Bugigangue no Espaço;Ale McHaddo;Animação;44 Toons;SP; -; -;Imagem;295;1534609.18;112624
2017;B1600737300000;Bye bye Jaqueline;Anderson Simão;Ficção;O Quadro;PR; -; -;Lança Filmes;6;7275.00;627
2017;B1402296800000;Cada Vez Mais Longe;Eveline Costa/Oswaldo Eduardo Lioi;Ficção;Kadiwéu Cinema/Sequência Filmes;RJ;Kadiwéu Cinema;RJ;Sequência Produções Artisticas;1;4265.39;342
2017;B1402701900000;Café – Um Dedo de Prosa;Maurício Squarisi;Animação;Tupi Desenhos Animados;SP; -; -;Polifilmes/Spcine;1;1530.08;104
2017;B1700227000000;Câmara de Espelhos;Dea Ferraz;Documentário;Alumia Produção e Conteúdo;PE;Ateliê Produções/Parêa Filmes;PE;Inquieta Cultura e Comunicação;7;3300.35;411
2017;B1500883200000;Capoeira, Um Passo a Dois;Jorge Itapuã;Documentário;Daza Filmes;RJ; -; -;Daza Filmes;2;4070.47;347
2017;B1600332400000;Central - O Filme;Renato Nunes Dorneles/Tatiana Sager;Documentário;Panda Filmes;RS;Linha de Produção;RS;Panda Filmes;10;240713.27;16408
2017;B1700422600000;Chocante;Johnny Araújo;Ficção;Casé Filmes;RJ;Globo Filmes/Imagem;RJ/SC;Imagem;490;2199472.96;155063
2017;B1700172000000;Cidades Fantasmas;Tyrell Spencer;Documentário;Casa de Cinema de Porto Alegre;RS;Globo Filmes;RJ;Casa de Cinema de Porto Alegre;4;14156.27;1082
2017;B1700410600000;Cinemagia - A história das videolocadoras de São Paulo;Alan Oliveira;Documentário;LumoLab;SP; -; -;LumoLab;1;3370.00;193
2017;B1600502400000;Clarisse ou Alguma Coisa sobre Nós Dois;Petrus Cariry;Ficção;Iluminura Filmes;CE; -; -;Sereia Filmes;14;39101.34;4207
2017;B1402289000000;Com os punhos cerrados;Luiz Pretti/Pedro Diógenes/Ricardo Pretti;Ficção;Alumbramento;CE; -; -;Pique-Bandeira Filmes;5;3760.03;602
2017;B1700046100000;Comeback;Erico Rassi;Ficção;Rio Bravo Filmes;SP; -; -;O2 Play;33;42937.30;3356
2017;B1700119200000;Como nossos pais;Laís Bodanzky;Ficção;Buriti Filmes/Gullane;SP/SP;Globo Filmes/Xanadu;RJ/RJ;Imovision;124;3510485.99;206905
2017;B1700386500000;Como se tornar o pior aluno da escola;Fabricio Bittar;Ficção;Clube Filmes;SP;Telecine;RJ;Downtown/Paris;359;6850270.39;506412
2017;B1500559900000;Cora Coralina - Todas as vidas;Renato Barbieri;Documentário;Asacine Produções;DF;Renato Fortes Barbieri;DF;Tucumán;10;97643.98;7040
2017;B1700537400000;Coragem! As muitas vidas de Dom Paulo Evaristo Arns;Ricardo Carvalho;Documentário;TVM Produções;SP;Globo Filmes;RJ;TV Meio Ambiente;10;16507.10;1026
2017;B1700181500000;Corpo delito;Pedro Rocha;Documentário;Corpo Aberto;CE; -; -;Vitrine Filmes;32;9863.31;1447
2017;B1700112000000;Corpo elétrico;Marcelo Caetano;Ficção;Plateau Produções;SP;Desbun Filmes/Marcelo Batista Caetano/África Filmes;SP/SP;Vitrine Filmes;33;238036.41;20128
2017;B1600754800000;Cromossomo 21;Alex Pires Duarte;Ficção;Alex Pires Duarte;RJ; -; -;Alex Pires Duarte;14;63479.63;4817
2017;B1600058600000;Crônica da Demolição;Eduardo Ades;Documentário;Imagem-Tempo/Tela Brasilis;RJ;Imagem-Tempo;RJ;Imagem-Tempo;8;47218.51;3532
2017;B1700258100000;Danado de Bom;Debby Brennand;Documentário;Mariola Filmes;PE; -; -;Inquietude;13;23846.70;2237
2017;B1700030400000;Deixa na Régua;Emíilio Domingos;Documentário;Osmose Filmes;RJ; -; -;Osmose Filmes;3;4453.70;390
2017;B1600287300000;Deserto;Guilherme Weber;Ficção;Bananeira Filmes;RJ;Mutuca Filmes/Canal Brasil;RJ/RJ;Tucumán;12;17377.15;1362
2017;B1700328500000;Detetives do Prédio Azul;André Pellenz;Ficção;Paris Entretenimento;SP;Globo Filmes/RSMTS Empreendimentos e Participações/Globosat;RJ/RJ/RJ;Downtown/Paris;516;16117534.58;1222898
2017;B1600653900000;Divinas Divas;Leandra Leal;Documentário;Daza Filmes;RJ;Biônica Filmes/Canal Brasil;SP/RJ;Vitrine Filmes;37;254409.81;34126
2017;B1700244500000;Divórcio;Pedro Amorim;Ficção;Filmland Internacional;SP; -; -;Warner;592;6580909.00;487457
2017;B1600052200000;Do Outro Lado do Atlântico;Daniele Ellery/Márcio Câmara;Documentário;Deberton Entretenimento/Euphemia Produções;CE;Euphemia Produções;CE;Deberton Entretenimento;1;1830.00;283
2017;B1500812200000;Doidas e Santas;Paulo Thiago;Ficção;Melodrama Produções;RJ; -; -;Imagem;94;421006.83;29925
2017;B1700045100000;Dolores - Uma Mulher, Dois Amores;Juan Dickinson;Ficção;Valkyria Filmes;RJ; -; -;Tucumán;15;46505.20;3366
2017;B1700477300000;Dona Flor e Seus Dois Maridos;Pedro Vasconcelos;Ficção;Reginaldo Farias Produções;RJ;FV Produções/República Pureza Filmes/Telecine;RJ/RJ/RJ;Downtown/Paris;113;640772.54;46640
2017;B1700395900000;Duas de Mim;Cininha de Paula;Ficção;Migdal Filmes;RJ;Globo Filmes/Xanadu/Telecine;RJ/RJ/RJ;Downtown/Paris;281;3930701.25;292504
2017;B1301945900000;Éden;Bruno Safadi;Ficção;TB Produções;RJ;GreenGo Films;RJ;Livres Distribuidora;3;8055.72;571
2017;B1600579200000;El mate;Bruno Kott;Ficção;Filmes de Vagabundo;SP;Canal Brasil;RJ;Filmes de Vagabundo;1;2120.00;235
2017;B1600765100000;Elon não acredita na morte;Ricardo Alves Junior;Ficção;Entre Filmes;MG;Punta Colorada de Cinema/Sancho Filmes;SP/SP;Vitrine Filmes;29;15577.84;2210
2017;B1402707600000;Encantados;Tizuka Yamasaki;Ficção;Scena Filmes;RJ; -; -;RioFilme;9;81633.51;6911
2017;B1700466900000;Entre irmãs;Breno Silveira;Ficção;Conspiração Filmes;RJ;Globo Filmes/Xanadu;RJ/RJ;H2O Films/Sony;100;938543.45;58453
2017;B1600690600000;Era o Hotel Cambridge;Eliane Caffé;Ficção;Aurora Filmes;SP;Apoio-Associação de Auxílio Mutuo da Região Leste;SP;Vitrine Filmes;25;313376.81;30503
2017;B1600163900000;Estamos vivos;Filipe Codeço;Ficção;Cavideo Produções;RJ;Roda Produtiva/Impulso hub Projetos Audiovisuais/Canal Brasil;RJ/MG/RJ;Livres Distribuidora;1;371.20;62
2017;B1700243800000;Esteros;Papu Curotto;Ficção;Latina Estudio;SP; -; -;Europa;9;61386.42;3851
2017;B1600520300000;Estopô Balaio;Cristiano Burlan;Documentário;Bela Filmes;SP; -; -;Bela Filmes;2;1417.50;290
2017;B1600789900000;Eu fico loko;Bruno Garotti;Ficção;Ananã Produções;RJ;Eduardo Scarpa/Paris Filmes; -/SP;Downtown/Paris;620;6848306.92;559431
2017;B1600472500000;Eu Te Levo;Marcelo Müller;Ficção;Academia de Filmes;SP; -; -;Pandora;6;5177.96;472
2017;B1700123200000;Exodus - De onde vim não existe mais;Hank Levine;Documentário;O2 Filmes;SP;Globo Filmes;RJ;Paris/O2 Play;36;77573.34;6280
2017;B1600708000000;Fala comigo;Felipe Sholl;Ficção;Syndrome Films;RJ; -; -;Vitrine Filmes;23;125041.04;8982
2017;B1700552000000;Fala sério, mãe!;Pedro Vasconcelos;Ficção;Camisa Listrada/Focus Films;RJ;Telecine/Globo Filmes/Maiomidia Comunicação;RJ/RJ/RJ;Downtown/Paris;696;43063402.25;3268369
2017;B1700052000000;Filhos de Bach;Ansgar Ahlers;Ficção;Conspiração Filmes;RJ; -; -;Disney;27;52203.00;3337
2017;B1700236800000;Fonte da Juventude;Estevão Ciavatta;Documentário;Pindorama Filmes;RJ; -; -;Pindorama Filmes;2;2260.15;120
2017;B1700524700000;Gabeira;Moacyr Góes;Documentário;Bufões Produções Artísticas;RJ;Globo Filmes;RJ;Gávea Filmes/Pipoca & Filmes;15;19889.08;1638
2017;B1700305400000;Gabriel e a montanha;Felipe Gamarano Barbosa;Ficção;Gamarosa;RJ;TV Zero/Canal Brasil;RJ/RJ;Bretz Vídeo/Pagu Pictures;89;700622.29;42311
2017;B1600534400000;Galeria F;Emilia Silveira;Documentário;70 Filmes;RJ;Globo Filmes/Canal Brasil/Santo Guerreiro;RJ/RJ/BA;Elo Company;6;5379.03;569
2017;B1700454300000;Gosto se discute;André Pellenz;Ficção;Damasco Filmes;SP;Filmland Internacional;SP;Imagem;468;2400978.15;169485
2017;B1700109600000;Gostosas, Lindas e Sexies;Ernani Nunes;Ficção;Santa Rita Filmes;SP; -; -;Downtown/Paris;174;1189017.34;85063
2017;B1600172700000;Guerra do Paraguay;Luiz Rosemberg Filho;Ficção;Cavideo Produções;RJ;Cafeína Produções/Canal Brasil;RJ/RJ;Livres Distribuidora;3;9609.12;760
2017;B1402280900000;História antes de uma história;Wilson Lazaretti;Animação;Núcleo do Cinema de Animação de Campinas;SP; -; -;Polifilmes/Spcine;1;1825.50;197
2017;B1700339700000;Historietas Assombradas – O Filme;Victor-Hugo Borges;Animação;Glaz Entretenimento;SP; -; -;Vitrine Filmes;222;474648.76;34933
2017;B1700044000000;Internet - O Filme;Filippo Capuzzi Lapietra;Ficção;Paris Entretenimento;SP; -; -;Downtown/Paris;411;4915838.38;380166
2017;B1600685100000;Intolerância.doc;Susanna Lira;Documentário;Modo Operante Produções;RJ;Globo Filmes;RJ;Modo Operante Produções;2;3779.59;236
2017;B1500643000000;Introdução à Música do Sangue;Luiz Carlos Lacerda;Ficção;Matinê Filmes;RJ;Canal Brasil;RJ;ArtHouse;6;6574.20;634
2017;B1700381100000;Invisível;Pablo Giorgelli;Ficção;Punta Colorada de Cinema/Sancho Filmes;SP;Punta Colorada de Cinema;SP;Vitrine Filmes;41;80562.53;9610
2017;B1700447200000;Jesus - A esperança;Semi Salomão;Ficção;Grupo Teatral Mãe do Céu;PR; -; -;Moro Comunicação;5;23902.07;2222
2017;B1700349800000;João, o maestro;Mauro Lima;Ficção;Filmes do Equador;RJ;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Sony;125;1515200.75;87517
2017;B1700092500000;Joaquim;Marcelo Gomes;Ficção;Rec Produtores Associados;PE; -; -;Imovision;35;276657.19;19658
2017;B1600018100000;Jonas e o circo sem lona;Paula Gomes;Documentário;Plano 3 Filmes;BA; -; -;Vitrine Filmes;29;17997.22;2681
2017;B1700077100000;La Vingança;Fernando Fraiha;Ficção;Globo Filmes/Querosene Filmes;RJ/SP;Paris Entretenimento/Biônica Filmes/O2 Filmes/Telecine;SP/SP/SP/RJ;Downtown/Paris;23;83403.52;5219
2017;B1600764800000;Lamparina da Aurora;Frederico Machado;Ficção;Lume Filmes;MA; -; -;Lume;17;15437.60;2115
2017;B1700382400000;Lino - Uma aventura de sete vidas;Rafael Ribas;Animação;StartAnima;SP; -; -;Fox;445;4344791.00;314330
2017;B1500113300000;Love Film Festival;Bruno Safadi/Juancho Cardona/Manuela Dias/Vinícius Coimbra;Ficção;República Pureza Filmes;RJ;Casablanca Content/Canal Brasil;SP/RJ;ArtHouse;17;32609.60;2473
2017;B1700268100000;Lygia, uma Escritora Brasileira;Hélio Goldsztejn;Documentário;TV Cultura;SP; -; -;Cultura;8;11842.49;784
2017;B1700051900000;Macaco Tião, O Candidato do Povo;Alex Levy-Heller;Documentário;Alelo Filmes;RJ;Afinal Filmes;RJ;Pipa;2;893.80;82
2017;B1500315500000;Mais do que eu possa me reconhecer;Allan Ribeiro;Documentário;Acalante Filmes;RJ; -; -;Livres Distribuidora;2;2488.98;215
2017;B1700347600000;Malasartes e o duelo com a morte;Paulo Morelli;Ficção;O2 Filmes;SP;Globo Filmes/O2 Filmes;RJ/SP;Downtown/Paris;352;1540238.22;114382
2017;B1700172800000;Mar Inquieto;Fernando Mantelli;Ficção;Verte Filmes;RS;Sequência - TV e Cinema/Guedes Filmes/Cubo Filmes;RS/RJ/RS;Lança Filmes;4;2708.80;189
2017;B1700248200000;Maria - Não esqueça que eu venho dos trópicos;Francisco C. Martins;Documentário;Liligo;SP; -; -;Pandora;6;12364.45;1014
2017;B1600787700000;Martírio;Ernesto de Carvalho/Tatiana Almeida (Tita)/Vincent Carelli;Documentário;Papo Amarelo;PE;Vídeo nas Aldeias;PE;Vitrine Filmes;29;48549.18;6418
2017;B1700031200000;Memória em Verde e Rosa;Pedro Von Krüger;Documentário;Com Domínio Filmes;RJ; -; -;Com Domínio Filmes;1;6105.91;408
2017;B1700050700000;Meu corpo é político;Alice Riff;Documentário;Studio Riff;SP;Paideia Filmes;SP;Olhar Distribuição;13;19745.42;2308
2017;B1700231000000;Meus 15 Anos;Caroline Fioratti;Ficção;Paris Entretenimento;SP; -; -;Downtown/Paris;593;8985791.90;742137
2017;B1600300000000;Muito Romântico;Gustavo Jahn/Melissa Dullius;Ficção;Gustavo Jahn/Melissa Dullius;SC/RS;If You Hold A Stone;RJ;Vitrine Filmes;24;8917.72;1333
2017;B1600420900000;Mulher do Pai;Cristiane Oliveira;Ficção;Okna Produções;RS; -; -;Vitrine Filmes;26;81680.87;6928
2017;B1700386400000;Não devore meu coração;Felipe Bragança;Ficção;Duas Mariola Filmes;RJ;Globo Filmes/Canal Brasil/Maiomidia Comunicação;RJ/RJ/RJ;Tucumán;100;108221.14;7923
2017;B1700168200000;Ninguém entra, ninguém sai;Hsu Chien;Ficção;Caribe;RJ;Globo Filmes/Verbo Promoções;RJ/RS;Imagem;418;2648634.69;195992
2017;B1700396100000;Ninguém está olhando;Julia Solomonoff;Ficção;Taiga Filmes e Vídeo;RJ; -; -;Vitrine Filmes;13;106517.80;7587
2017;B1700133700000;No intenso agora;João Moreira Salles;Documentário;Videofilmes;RJ; -; -;Videofilmes;17;284665.04;19343
2017;B1700264000000;Nunca me sonharam;Cacau Rhoden;Documentário;Maria Farinha Filmes;RJ; -; -;Maria Farinha Filmes;8;34808.92;2827
2017;B1700052200000;O Crime da Gávea;André Luiz Warwar;Ficção;MD Produções Artísticas;RJ; -; -;Elo Company;5;13605.85;760
2017;B1600363900000;O Deserto do Deserto;Samir Abujamra/Tito Gonzalez Garcia;Documentário;Ouidah Films;RJ;Canal Brasil;RJ;Ouidah Films;4;6554.13;488
2017;B1700151900000;O filme da minha vida;Selton Mello;Ficção;Bananeira Filmes;RJ; -; -;Vitrine Filmes;262;4465636.44;295979
2017;B1700045500000;O homem que matou John Wayne;Bruno Laet/Diogo Oliveira;Documentário;Guepardo Produções Audiovisuais;RJ;Canal Brasil;RJ;Pandora;3;3939.78;275
2017;B1700149200000;O Jardim das Aflições;Josias Teófilo;Documentário;Josias Teófilo;PE;Matheus Bazzo/Olavo de Carvalho;RS;Josias Teófilo;13;272691.71;14840
2017;B1600773600000;O ornitólogo;João Pedro Rodrigues;Ficção;Ítaca Films;RJ; -; -;Vitrine Filmes;32;31181.85;4488
2017;B1700220800000;O piano que conversa;Marcelo Machado;Documentário;MMTV;SP;Núcleo Contemporâneo;SP;Marcelo Machado;6;9235.02;810
2017;B0700764400000;O Profeta das Águas;Leopoldo Nunes;Documentário;Leopoldo Nunes;SP; -; -;Taus Audiovisuais;1;220.35;22
2017;B1700103500000;O Rastro;J. C. Feyer;Ficção;Lupa Filmes;RJ; -; -;Imagem;345;1182424.09;87070
2017;B1700482200000;Olhando para as estrelas;Alexandre Peralta;Documentário;A. I. Peralta Produções Cinematográficas;SP; -; -;Elo Company;15;8672.00;594
2017;B1600480300000;Olhar Instigado;Chico Gomes/Felipe Lion;Documentário;Biondani Produções;SP; -; -;O2 Play;8;5850.50;709
2017;B1700455300000;On yoga - Arquitetura da paz;Heitor Dhalia;Documentário;Paranoid Filmes/Urso Filmes;SP/PE;Urso Filmes;PE;Bretz Vídeo;20;237909.82;13610
2017;B1700503500000;Os parças;Halder Gomes;Ficção;Formata Produções;SP;Telecine;RJ;Downtown/Paris;392;22480228.37;1657843
2017;B1600784700000;Os Penetras 2 - Quem dá mais?;Andrucha Waddington;Ficção;Conspiração Filmes;RJ;Globo Filmes/Maiomidia Comunicação;RJ/RJ;H2O Films/Universal;447;5594424.97;401960
2017;B1302033700000;Os Pobres Diabos;Rosemberg Cariry;Ficção;Cariri Filmes;CE; -; -;Lume;27;53406.35;4693
